codigoParlamentar,TipoUsoPalavra,DataPronunciamento,LocalPronunciamento,TextoResumo,CodigoPronunciamento
5973,POB,2024-05-15,Senado Federal,"Orientação à bancada, pelo Partido PSB, sobre o destaque para votação em separado constante do Requerimento nº 348, de 2024, ao Projeto de Lei Complementar (PLP) n° 85, de 2024, que ""Autoriza a União a postergar o pagamento da dívida de entes federativos afetados por calamidade pública reconhecida pelo Congresso Nacional, mediante proposta do Poder Executivo federal, e a reduzir a taxa de juros dos contratos de dívida dos referidos entes com a União; e altera a Lei Complementar nº 101, de 4 de maio de 2000 (Lei de Responsabilidade Fiscal), e a Lei Complementar nº 159, de 19 de maio de 2017"".",505792
5973,POB,2024-05-15,Senado Federal,"Orientação à bancada, pelo Partido PSB, sobre o Projeto de Lei Complementar (PLP) n° 85, de 2024, que ""Autoriza a União a postergar o pagamento da dívida de entes federativos afetados por calamidade pública reconhecida pelo Congresso Nacional, mediante proposta do Poder Executivo federal, e a reduzir a taxa de juros dos contratos de dívida dos referidos entes com a União; e altera a Lei Complementar nº 101, de 4 de maio de 2000 (Lei de Responsabilidade Fiscal), e a Lei Complementar nº 159, de 19 de maio de 2017"".",505763
5973,POB,2024-05-08,Senado Federal,"Orientação à bancada, pelo Partido PSB, sobre o destaque para votação em separado constante do Requerimento nº 311, de 2024, (Requer, pela Liderança do Podemos, destaque para votação em separado da Emenda n° 4 ao Projeto de Lei Complementar nº 233/2023.) ao Projeto de Lei Complementar (PLP) n° 233, de 2023, que ""Dispõe sobre o Seguro Obrigatório para Proteção de Vítimas de Acidentes de Trânsito (SPVAT); altera o Decreto-Lei nº 73, de 21 de novembro de 1966, as Leis nºs 8.212, de 24 de julho de 1991, 9.503, de 23 de setembro de 1997 (Código de Trânsito Brasileiro), e 14.075, de 22 de outubro de 2020, e a Lei Complementar nº 200, de 30 de agosto de 2023; e revoga as Leis nºs 6.194, de 19 de dezembro de 1974, e 8.441, de 13 de julho de 1992, e dispositivos das Leis nºs 8.374, de 30 de dezembro de 1991, 11.482, de 31 de maio de 2007, e 11.945, de 4 de junho de 2009.""",505929
5973,POB,2024-05-08,Senado Federal,"Orientação à bancada, pelo Partido PSB, sobre o destaque para votação em separado constante do Requerimento nº 310, de 2024, (Requer, pela Liderança do PL, destaque para votação em separado da Emenda 25-U ao Projeto de Lei Complementar nº 233/2023.) ao Projeto de Lei Complementar (PLP) n° 233, de 2023, que ""Dispõe sobre o Seguro Obrigatório para Proteção de Vítimas de Acidentes de Trânsito (SPVAT); altera o Decreto-Lei nº 73, de 21 de novembro de 1966, as Leis nºs 8.212, de 24 de julho de 1991, 9.503, de 23 de setembro de 1997 (Código de Trânsito Brasileiro), e 14.075, de 22 de outubro de 2020, e a Lei Complementar nº 200, de 30 de agosto de 2023; e revoga as Leis nºs 6.194, de 19 de dezembro de 1974, e 8.441, de 13 de julho de 1992, e dispositivos das Leis nºs 8.374, de 30 de dezembro de 1991, 11.482, de 31 de maio de 2007, e 11.945, de 4 de junho de 2009.""",505914
5973,POB,2024-05-08,Senado Federal,"Orientação à bancada, pelo Partido PSB, sobre o destaque para votação em separado constante do Requerimento nº 307, de 2024, (Requer, pela Liderança do PL, destaque para votação em separado do art. 27 do Projeto de Lei Complementar nº 233/2023.) ao Projeto de Lei Complementar (PLP) n° 233, de 2023, que ""Dispõe sobre o Seguro Obrigatório para Proteção de Vítimas de Acidentes de Trânsito (SPVAT); altera o Decreto-Lei nº 73, de 21 de novembro de 1966, as Leis nºs 8.212, de 24 de julho de 1991, 9.503, de 23 de setembro de 1997 (Código de Trânsito Brasileiro), e 14.075, de 22 de outubro de 2020, e a Lei Complementar nº 200, de 30 de agosto de 2023; e revoga as Leis nºs 6.194, de 19 de dezembro de 1974, e 8.441, de 13 de julho de 1992, e dispositivos das Leis nºs 8.374, de 30 de dezembro de 1991, 11.482, de 31 de maio de 2007, e 11.945, de 4 de junho de 2009.""",505894
5973,POB,2024-05-08,Senado Federal,"Orientação à bancada, pelo Partido PSB, sobre o Projeto de Lei Complementar (PLP) n° 233, de 2023, que ""Dispõe sobre o Seguro Obrigatório para Proteção de Vítimas de Acidentes de Trânsito (SPVAT); altera o Decreto-Lei nº 73, de 21 de novembro de 1966, as Leis nºs 8.212, de 24 de julho de 1991, 9.503, de 23 de setembro de 1997 (Código de Trânsito Brasileiro), e 14.075, de 22 de outubro de 2020, e a Lei Complementar nº 200, de 30 de agosto de 2023; e revoga as Leis nºs 6.194, de 19 de dezembro de 1974, e 8.441, de 13 de julho de 1992, e dispositivos das Leis nºs 8.374, de 30 de dezembro de 1991, 11.482, de 31 de maio de 2007, e 11.945, de 4 de junho de 2009.""",505870
5973,POB,2024-04-16,Senado Federal,"Orientação à bancada, pelo Partido PSB, sobre a Proposta de Emenda à Constituição (PEC) n° 45, de 2023, que ""Altera o art. 5º da Constituição Federal, para prever como mandado de criminalização a posse e o porte de entorpecentes e drogas afins sem autorização ou em desacordo com determinação legal ou regulamentar"".",505159
5973,PDI,2023-11-28,Senado Federal,"Discussão sobre o Projeto de Decreto Legislativo (PDL) n° 380, de 2023, que ""Aprova o texto do Protocolo de Adesão do Estado Plurinacional da Bolívia ao Mercosul, celebrado em Brasília, em 17 de julho de 2015.""",502698
5973,POB,2023-11-07,Senado Federal,"Orientação à bancada, pelo Partido PDT, sobre o Requerimento (RQS) n° 988, de 2023, que ""Requer calendário especial para a Proposta de Emenda à Constituição nº 45, de 2019"".",501983
5973,POR,2023-11-07,Senado Federal,"Pela ordem sobre o Projeto de Lei (PL) n° 3045, de 2022, que ""Institui a Lei Orgânica Nacional das Polícias Militares e dos Corpos de Bombeiros Militares dos Estados, do Distrito Federal e dos Territórios, nos termos do inciso XXI do caput do art. 22 da Constituição Federal; altera a Lei nº 13.675, de 11 de junho de 2018; revoga dispositivos do Decreto-Lei nº 667, de 2 de julho de 1969; e dá outras providências"".",501956
5973,PDI,2023-11-07,Senado Federal,"Discussão sobre o Projeto de Lei (PL) n° 3045, de 2022, que ""Institui a Lei Orgânica Nacional das Polícias Militares e dos Corpos de Bombeiros Militares dos Estados, do Distrito Federal e dos Territórios, nos termos do inciso XXI do caput do art. 22 da Constituição Federal; altera a Lei nº 13.675, de 11 de junho de 2018; revoga dispositivos do Decreto-Lei nº 667, de 2 de julho de 1969; e dá outras providências"".",501949
5973,PDI,2023-10-25,Senado Federal,"Discussão sobre o Projeto de Lei (PL) n° 334, de 2023 (Substitutivo da Câmara dos Deputados), que ""Altera as Leis nºs 12.546, de 14 de dezembro de 2011, e 10.865, de 30 de abril de 2004, para prorrogar até 31 de dezembro de 2027 os prazos de que tratam os arts. 7º e 8º e o caput do § 21 do art. 8º, respectivamente, e altera a Lei nº 8.212, de 24 de julho de 1991, para reduzir a alíquota da contribuição previdenciária sobre a folha devida por Municípios"".",501774
5973,POB,2023-09-27,Senado Federal,"Orientação à bancada, pelo Partido PDT, sobre o Projeto de Lei (PL) n° 2903, de 2023, que ""Regulamenta o art. 231 da Constituição Federal, para dispor sobre o reconhecimento, a demarcação, o uso e a gestão de terras indígenas; e altera as Leis nºs 11.460, de 21 de março de 2007, 4.132, de 10 de setembro de 1962, e 6.001, de 19 de dezembro de 1973.""",500924
