AluguelEscritorio,MateriaisConsumo,HospedagemCombustivel,ApoioParlamentar,Propaganda,Passagens,SegurançaPrivada,Total,ano,CodigoParlamentar,Viagens,Diarias,RessarcimentePassagens,ConsumoMaterial,Combustiveis,OutrosMateriais,Correios,MarketingDigital,PassagensAereas
"1.923,22","8.719,84","64.027,00","29.000,00","184.098,00",Consulte,000,"30.302,15",2021,470,"9.517,25","9.517,25",000,"4.500,60",000,"4.500,60","16.284,30",000,000
"3.011,72","2.343,55","139.398,00","20.000,00","199.850,53",Sem lançamentos,000,"42.890,30",2022,470,"20.334,38","20.334,38",000,"4.356,45",000,"4.356,45","18.199,47",000,000
"4.176,05","3.649,68","169.671,00","114.683,77","138.000,00",Consulte,000,"271.660,52",2023,470,"87.486,91","87.486,91",000,"7.044,88",000,"7.044,88","23.650,47","35.196,30","118.281,96"
"1.412,21","1.715,73","72.822,00","42.490,00","42.500,00",Consulte,000,"114.710,16",2024,470,"32.562,30","32.562,30",000,"2.531,67",000,"2.531,67","15.163,19","16.458,69","47.994,31"
