codigoParlamentar,DataSessaoPlenaria,DescricaoIdentificacaoMateria,EmentaMateria,DescricaoVoto
6008,2022-06-13,PLP 18/2022,"Altera a Lei nº 5.172, de 25 de outubro de 1966 (Código Tributário Nacional), e a Lei Complementar nº 87, de 13 de setembro de 1996 (Lei Kandir), para considerar bens e serviços essenciais os relativos aos combustíveis, à energia elétrica, às comunicações e ao transporte coletivo, e as Leis Complementares nºs 192, de 11 de março de 2022, e 159, de 19 de maio de 2017.",Sim
6008,2022-06-13,PLP 18/2022,"Altera a Lei nº 5.172, de 25 de outubro de 1966 (Código Tributário Nacional), e a Lei Complementar nº 87, de 13 de setembro de 1996 (Lei Kandir), para considerar bens e serviços essenciais os relativos aos combustíveis, à energia elétrica, às comunicações e ao transporte coletivo, e as Leis Complementares nºs 192, de 11 de março de 2022, e 159, de 19 de maio de 2017.",Não
6008,2022-06-13,PLP 18/2022,"Altera a Lei nº 5.172, de 25 de outubro de 1966 (Código Tributário Nacional), e a Lei Complementar nº 87, de 13 de setembro de 1996 (Lei Kandir), para considerar bens e serviços essenciais os relativos aos combustíveis, à energia elétrica, às comunicações e ao transporte coletivo, e as Leis Complementares nºs 192, de 11 de março de 2022, e 159, de 19 de maio de 2017.",Sim
6008,2022-05-24,MPV 1098/2022,"Dispõe sobre procedimentos de suspensão de concessões ou de outras obrigações na hipótese de descumprimento de obrigações multilaterais por membro da Organização Mundial do Comércio e altera a Lei nº 12.270, de 24 de junho de 2010.",Sim
6008,2022-06-08,MPV 1100/2022,"Altera a Lei nº 9.478, de 6 de agosto de 1997, e a Lei nº 9.718, de 27 de novembro de 1998, para promover ajustes na cobrança da Contribuição para os Programas de Integração Social e de Formação do Patrimônio do Servidor Público - PIS/Pasep e da Contribuição para o Financiamento da Seguridade Social - Cofins incidentes sobre a cadeia de produção e de comercialização de etanol hidratado combustível.",Sim
6008,2022-05-11,PL 5284/2020,"Altera as Leis nºs 8.906, de 4 de julho de 1994 (Estatuto da Advocacia), e 13.105, de 16 de março de 2015 (Código de Processo Civil), e o Decreto-Lei nº 3.689, de 3 de outubro de 1941 (Código de Processo Penal), para incluir disposições sobre a atividade privativa de advogado, a fiscalização, a competência, as prerrogativas, as sociedades de advogados, o advogado associado, os honorários advocatícios, os limites de impedimentos ao exercício da advocacia e a suspensão de prazo no processo penal.",Não
6008,2022-05-11,MSF 40/2022,"Submete à consideração do Senado Federal, nos termos do art. 123 da Constituição Federal, o nome do General de Exército LOURIVAL CARVALHO SILVA, para exercer o cargo de Ministro do Superior Tribunal Militar, na vaga decorrente da transferência para a inatividade do Ministro Luis Carlos Gomes Mattos, a partir de 28 de julho de 2022.",Presente – Não registrou voto
6008,2022-05-11,MSF 47/2021,"Submete à apreciação do Senado Federal, de conformidade com o art. 52, inciso IV, da Constituição, e com o art. 39, combinado com o art. 46 da Lei nº 11.440, de 29 de dezembro de 2006, o nome do Senhor ANDRÉ LUIZ AZEVEDO DOS SANTOS, Ministro de Segunda Classe do Quadro Especial da Carreira de Diplomata do Ministério das Relações Exteriores, para exercer o cargo de Embaixador do Brasil na República Árabe da Síria.",Presente – Não registrou voto
6008,2022-05-11,MSF 13/2022,"Submete à apreciação do Senado Federal, de conformidade com o art. 52, inciso IV, da Constituição, e com o art. 39, combinado com o art. 41 da Lei nº 11.440, de 2006, o nome da Senhora PATRÍCIA MARIA OLIVEIRA LIMA, Ministra de Segunda Classe da Carreira de Diplomata do Ministério das Relações Exteriores, para exercer o cargo de Embaixadora do Brasil na República do Cameroun e, cumulativamente, na República do Chade.",Presente – Não registrou voto
6008,2022-05-11,MSF 9/2022,"Submete à apreciação do Senado Federal, de conformidade com o art. 52, inciso IV, da Constituição, e do art. 39, combinado com o art. 46, da Lei nº 11.440, de 29 de dezembro de 2006, a indicação do Senhor PAULO FERNANDO DIAS FERES, Ministro de Segunda Classe do Quadro Especial da Carreira de Diplomata do Ministério das Relações Exteriores, para exercer o cargo de Embaixador do Brasil na República Popular do Bangladesh.",Presente – Não registrou voto
6008,2022-05-11,MSF 89/2021,"Submete à apreciação do Senado Federal, de conformidade com o art. 52, inciso IV, da Constituição, e do art. 39, combinado com o art. 46, da Lei nº 11.440, de 29 de dezembro de 2006, a indicação do Senhor JOÃO TABAJARA DE OLIVEIRA JÚNIOR, Ministro de Segunda Classe do Quadro Especial da Carreira de Diplomata do Ministério das Relações Exteriores, para exercer o cargo de Embaixador do Brasil na República da Albânia.",Presente – Não registrou voto
6008,2022-05-11,MSF 5/2022,"Submete à apreciação do Senado Federal, de conformidade com o art. 52, inciso IV, da Constituição, e do art. 39, combinado com o art. 46, da Lei nº 11.440, de 29 de dezembro de 2006, a indicação da Senhora CLAUDIA DE BORBA MACIEL, Ministra de Segunda Classe da Carreira de Diplomata do Ministério das Relações Exteriores, para exercer o cargo de Embaixadora do Brasil na República da Guiné-Bissau.",Presente – Não registrou voto
6008,2022-05-11,PL 5284/2020,"Altera as Leis nºs 8.906, de 4 de julho de 1994 (Estatuto da Advocacia), e 13.105, de 16 de março de 2015 (Código de Processo Civil), e o Decreto-Lei nº 3.689, de 3 de outubro de 1941 (Código de Processo Penal), para incluir disposições sobre a atividade privativa de advogado, a fiscalização, a competência, as prerrogativas, as sociedades de advogados, o advogado associado, os honorários advocatícios, os limites de impedimentos ao exercício da advocacia e a suspensão de prazo no processo penal.",Não
6008,2022-02-15,PL 3383/2021,Institui a Política Nacional de Atenção Psicossocial nas Comunidades Escolares.,Sim
6008,2022-02-10,PLP 150/2020,"Altera a Lei Complementar nº 173, de 27 de maio de 2020, que estabelece o Programa Federativo de Enfrentamento ao Coronavírus SARS-CoV-2 (Covid-19).",Sim
6008,2022-02-09,MPV 1067/2021,"Altera a Lei nº 9.656, de 3 de junho de 1998, para dispor sobre o processo de atualização das coberturas no âmbito da saúde suplementar.",Não
6008,2022-02-09,PEC 1/2021,Insere art. 175-A na Constituição para determinar que pelo menos 70% dos recursos obtidos com outorgas onerosas de obras e serviços de transportes sejam reinvestidos no próprio setor.,Sim
6008,2022-02-09,PEC 1/2021,Insere art. 175-A na Constituição para determinar que pelo menos 70% dos recursos obtidos com outorgas onerosas de obras e serviços de transportes sejam reinvestidos no próprio setor.,Sim
6008,2021-12-20,PLP 32/2021 (Substitutivo-CD),"Altera a Lei Complementar nº 87, de 13 de setembro de 1996 (Lei Kandir), para regulamentar a cobrança do Imposto sobre Operações relativas à Circulação de Mercadorias e sobre Prestações de Serviços de Transporte Interestadual e Intermunicipal e de Comunicação (ICMS) nas operações e prestações interestaduais destinadas a consumidor final não contribuinte do imposto.",Sim
6008,2021-12-16,PLP 147/2019 (Substitutivo-CD),"Altera a Lei Complementar n° 123, de 14 de dezembro de 2006 (Estatuto Nacional da Microempresa e da Empresa de Pequeno Porte), para modificar a composição e o funcionamento do Comitê Gestor do Simples Nacional (CGSN) e ampliar o âmbito de aplicação de seu regime tributário.",Sim
6008,2021-12-16,PEC 69/2019,Acrescenta o inciso X ao art. 170 da Constituição Federal para incluir a economia solidária entre os princípios da Ordem Econômica.,Sim
6008,2021-12-16,MSF 80/2021,"Submete à consideração do Senado Federal, nos termos do art. 52, inciso III, alínea ""f"", da Constituição, combinado com o art. 6º, da Lei nº 9.961, de 28 de janeiro de 2000, o nome da Senhora ELIANE APARECIDA DE CASTRO MEDEIROS, para exercer o cargo de Diretora da Agência Nacional de Saúde Suplementar - ANS, na vaga decorrente da posse do Senhor Paulo Roberto Vanderlei Rebello Filho no cargo de Diretor-Presidente da ANS.",Presente – Não registrou voto
6008,2021-12-16,MSF 82/2021,"Submete à consideração do Senado Federal, nos termos do art. 52, inciso III, alínea ""f"", da Constituição, combinado com o art. 6º, da Lei nº 9.961, de 28 de janeiro de 2000, o nome do Senhor MAURÍCIO NUNES DA SILVA, para exercer o cargo de Diretor da Agência Nacional de Saúde Suplementar - ANS, na vaga decorrente do término do mandato de Rodrigo Rodrigues de Aguiar.",Presente – Não registrou voto
6008,2021-12-16,MSF 32/2021,"Submete à consideração do Senado Federal, nos termos do art. 52, inciso III, alínea ""f"", da constituição, combinado com o § 1º do art. 53 da Lei nº 10.233, de 5 de junho de 2001, o nome da Senhora JOELMA MARIA COSTA BARBOSA, para exercer, pelo prazo remanescente do mandato, o cargo de Ouvidora da Agência Nacional de Transportes Aquaviários - ANTAQ, na vaga decorrente da renúncia de Carlos Afonso Rodrigues Gomes.",Presente – Não registrou voto
6008,2021-12-09,PLP 123/2021,"Altera a Lei Complementar nº 156, de 28 de dezembro de 2016, que estabelece o Plano de Auxílio aos Estados e ao Distrito Federal e medidas de estímulo ao reequilíbrio fiscal, e a Lei Complementar nº 159, de 19 de maio de 2017, que institui o Regime de Recuperação Fiscal dos Estados e do Distrito Federal.",Sim
6008,2021-12-09,PEC 10/2021,"Altera o inciso IV do § 2º do art. 4º da Emenda Constitucional nº 109, de 15 de março de 2021.",Sim
6008,2021-12-09,PEC 10/2021,"Altera o inciso IV do § 2º do art. 4º da Emenda Constitucional nº 109, de 15 de março de 2021.",Sim
6008,2021-11-10,PRS 49/2021,Institui o Grupo Parlamentar Brasil-Confederação Suíça.,Missão da Casa no País/exterior
6008,2021-11-03,PEC 10/2017,Acrescenta § 1º ao art. 105 da Constituição Federal e renumera o atual parágrafo único.,Missão da Casa no País/exterior
6008,2021-11-03,PEC 10/2017,Acrescenta § 1º ao art. 105 da Constituição Federal e renumera o atual parágrafo único.,Missão da Casa no País/exterior
6008,2021-10-28,PL 1932/2021,"Altera a Lei nº 8.080, de 19 de setembro de 1990, que dispõe sobre as condições para a promoção, proteção e recuperação da saúde, a organização e o funcionamento dos serviços correspondentes e dá outras providências, para determinar que o abastecimento de medicamentos e de produtos de interesse para a saúde nos entes da federação será controlado por meio de sistema integrado de acompanhamento em tempo real do consumo e do estoque.",Sim
6008,2021-10-27,PL 123/2019,"Altera a Lei nº 13.756, de 12 de dezembro de 2018, para destinar recursos do Fundo Nacional de Segurança Pública (FNSP) para ações de enfrentamento da violência contra a mulher.",Sim
6008,2021-09-21,PEC 13/2021,"Acrescenta o art. 115 ao Ato das Disposições Constitucionais Transitórias, para determinar que os Estados o Distrito Federal e os Municípios, bem como seus agentes, não poderão ser responsabilizados pelo descumprimento, no exercício financeiro de 2020, do disposto no caput do art. 212 da Constituição Federal.",Sim
6008,2021-11-24,PLP 73/2021,"Dispõe sobre apoio financeiro da União aos Estados, ao Distrito Federal e aos Municípios para garantir ações emergenciais voltadas ao setor cultural; altera a Lei Complementar nº 101, de 4 de maio de 2000 para vedar a limitação de empenho e movimentação das despesas relativas a aquisição de produtos e serviços vinculados à execução do Fundo Nacional de Cultura, e não contabilizar na meta de resultado primário as transferências previstas nesta Lei Complementar; vedar a imposição de limites à execução orçamentária e financeira da programação orçamentária relativa às fontes vinculadas ao Fundo Nacional de Cultura; e vedar a alocação de recursos do Fundo Nacional de Cultura em reservas de contingência de natureza primária ou financeira.",Sim
6008,2021-11-17,PL 1012/2020,"Institui o Cadastro Nacional de Pessoas Condenadas por Crime de Feminicídio, Estupro, Violência Doméstica e Familiar contra a mulher (CNPCMulher)",Sim
6008,2021-11-09,PEC 29/2020,Introduz a renda básica como direito social.,Missão da Casa no País/exterior
6008,2021-11-09,PEC 29/2020,Introduz a renda básica como direito social.,Missão da Casa no País/exterior
6008,2021-11-09,PEC 29/2020,Introduz a renda básica como direito social.,Missão da Casa no País/exterior
6008,2021-11-04,MPV 1057/2021,Institui o Programa de Estímulo ao Crédito e dispõe sobre o crédito presumido apurado com base em crédito decorrentes de diferenças temporárias.,Missão da Casa no País/exterior
6008,2021-10-05,PLP 5/2021,"Altera a Lei Complementar nº 160, de 7 de agosto de 2017, para permitir a prorrogação, por até 15 (quinze) anos, das isenções, dos incentivos e dos benefícios fiscais ou financeiro-fiscais vinculados ao Imposto sobre Operações Relativas à Circulação de Mercadorias e sobre Prestações de Serviços de Transporte Interestadual e Intermunicipal e de Comunicação (ICMS) destinados à manutenção ou ao incremento das atividades comerciais, desde que o beneficiário seja o real remetente da mercadoria, às prestações interestaduais com produtos agropecuários e extrativos vegetais in natura e à manutenção ou ao incremento das atividades portuária e aeroportuária vinculadas ao comércio internacional, incluída a operação subsequente à da importação, praticada pelo contribuinte importador; e dá outras providências.",Sim
6008,2021-09-28,PEC 19/2014,Altera o caput do art. 5º da Constituição Federal para incluir o direito à acessibilidade e à mobilidade entre os direitos individuais e coletivos.,Sim
6008,2021-10-19,PL 2350/2021,"Cria o Programa Gás para os Brasileiros e altera a Lei nº 10.336, de 19 de dezembro de 2001, que institui a Contribuição de Intervenção no Domínio Econômico incidente sobre combustíveis (Cide).",Sim
6008,2021-10-13,PL 4194/2019,"Altera o Decreto-Lei nº 3.689, de 3 de outubro de 1941 - Código de Processo Penal e o Decreto-Lei nº 2.848, de 7 de dezembro de 1940 – Código Penal, para dispor sobre Violência Doméstica e Familiar.",Sim
6008,2021-09-22,PEC 28/2021,"Acrescenta dispositivo ao Ato das Disposições Constitucionais Transitórias e altera a Constituição Federal, para fins de reforma político-eleitoral.",Sim
6008,2021-09-22,PEC 28/2021,"Acrescenta dispositivo ao Ato das Disposições Constitucionais Transitórias e altera a Constituição Federal, para fins de reforma político-eleitoral.",Sim
6008,2021-12-02,MSF 48/2021,"Submete à apreciação do Senado Federal, de conformidade com o art. 52, inciso IV, da Constituição, e com o art. 39, combinado com o art. 41 da Lei nº 11.440, de 29 de dezembro de 2006, o nome do Senhor JOÃO MENDES PEREIRA, Ministro de Primeira Classe da Carreira de Diplomata do Ministério das Relações Exteriores, para exercer o cargo de Embaixador do Brasil no Reino da Bélgica e, cumulativamente, no Grão-Ducado de Luxemburgo.",Presente – Não registrou voto
6008,2021-12-02,PEC 23/2021,"Altera os arts. 100, 160 e 167 da Constituição Federal e o Ato das Disposições Constitucionais Transitórias para estabelecer o novo regime de pagamentos de precatórios, modificar normas relativas ao Novo Regime Fiscal e autorizar o parcelamento de débitos previdenciários dos Municípios; e dá outras providências.",Sim
6008,2021-12-02,PEC 23/2021,"Altera os arts. 100, 160 e 167 da Constituição Federal e o Ato das Disposições Constitucionais Transitórias para estabelecer o novo regime de pagamentos de precatórios, modificar normas relativas ao Novo Regime Fiscal e autorizar o parcelamento de débitos previdenciários dos Municípios; e dá outras providências.",Sim
6008,2021-12-02,PEC 23/2021,"Altera os arts. 100, 160 e 167 da Constituição Federal e o Ato das Disposições Constitucionais Transitórias para estabelecer o novo regime de pagamentos de precatórios, modificar normas relativas ao Novo Regime Fiscal e autorizar o parcelamento de débitos previdenciários dos Municípios; e dá outras providências.",Sim
6008,2021-12-02,MSF 50/2021,"Submete à apreciação do Senado Federal, de conformidade com o art. 52, inciso IV, da Constituição, e com o art. 39, combinado com o art. 41 da Lei nº 11.440, de 2006, o nome do Senhor LUÍS ANTONIO BALDUINO CARNEIRO, Ministro de Primeira Classe da Carreira de Diplomata do Ministério das Relações Exteriores, para exercer o cargo de Embaixador do Brasil na República da Finlândia.",Votou
6008,2021-12-02,MSF 49/2021,"Submete à apreciação do Senado Federal, de conformidade com o art. 52, inciso IV, da Constituição, e com o art. 39, combinado com o art. 41 da Lei nº 11.440, de 29 de dezembro de 2006, o nome do Senhor PEDRO MIGUEL DA COSTA E SILVA, Ministro de Primeira Classe da Carreira de Diplomata do Ministério das Relações Exteriores, para exercer o cargo de Embaixador Extraordinário e Plenipotenciário, Chefe da Missão do Brasil junto à União Europeia, em Bruxelas, Reino da Bélgica.",Presente – Não registrou voto
6008,2021-12-01,MSF 67/2021,"Submete à apreciação do Senado Federal, de conformidade com o art. 52, inciso IV, da Constituição, e com o art. 39, combinado com o art. 46 da Lei nº 11.440, de 2006, o nome da Senhora ANDRÉA SALDANHA DA GAMA WATSON, Ministra de Segunda Classe do Quadro Especial da Carreira de Diplomata do Ministério das Relações Exteriores, para exercer o cargo de Embaixadora do Brasil na República de Honduras.",Presente – Não registrou voto
6008,2021-12-01,OFS 19/2021,"Submete à apreciação do Senado Federal, nos termos do art. 103-B, incisos VIII e IX, da Constituição Federal, o nome do Senhor Juiz do Trabalho Roberto da Silva Fragale Filho, para compor o Conselho Nacional de Justiça – CNJ, na vaga destinada ao Tribunal Superior do Trabalho.",Presente – Não registrou voto
6008,2021-12-01,OFS 2/2020,"Submete à apreciação do Senado Federal, nos termos do art. 130-A, inciso IV, da Constituição Federal, a indicação do Senhor PAULO MARCOS DE FARIAS, para compor o Conselho Nacional do Ministério Público - CNMP.",Votou
6008,2021-12-01,MSF 36/2021,"Submete à apreciação do Senado Federal, nos termos do art. 52, inciso III, alínea “a”, e o art. 101, parágrafo único, da Constituição, o nome do Senhor ANDRÉ LUIZ DE ALMEIDA MENDONÇA, Advogado-Geral da União, para exercer o cargo de Ministro do Supremo Tribunal Federal, na vaga decorrente da aposentadoria do Ministro Marco Aurélio Mendes de Farias Mello.",Votou
6008,2021-12-01,MSF 62/2021,"Submete à apreciação do Senado Federal, de conformidade com o art. 52, inciso IV, da Constituição, e com o art. 39, combinado com o art. 41 da Lei nº 11.440, de 2006, o nome da Senhora MARIA LUISA ESCOREL DE MORAES, Ministra de Primeira Classe da Carreira de Diplomata do Ministério das Relações Exteriores, para exercer o cargo de Embaixadora do Brasil no Reino da Suécia e, cumulativamente, na República da Letônia.",Votou
6008,2021-12-01,MSF 60/2021,"Submete à apreciação do Senado Federal, de conformidade com o art. 52, inciso IV, da Constituição, e com o art. 39, combinado com o art. 41 da Lei nº 11.440, de 2006, o nome da Senhora SUSAN KLEEBANK, Ministra de Primeira Classe da Carreira de Diplomata do Ministério das Relações Exteriores, para exercer o cargo de Embaixadora do Brasil na Hungria.",Votou
6008,2021-12-01,MSF 55/2021,"Submete à apreciação do Senado Federal, de conformidade com o art. 52, inciso IV, da Constituição, e com o art. 39, combinado com o art. 46 da Lei nº 11.440, de 2006, o nome da Senhora VIVIAN LOSS SANMARTIN, Ministra de Segunda Classe da Carreira de Diplomata do Ministério das Relações Exteriores, para exercer o cargo de Embaixadora do Brasil na República da Namíbia.",Votou
6008,2021-12-01,MSF 45/2021,"Submete à apreciação do Senado Federal, de conformidade com o art. 52, inciso IV, da Constituição, e com o art. 39, combinado com o art. 46 da Lei nº 11.440, de 29 de dezembro de 2006, o nome do Senhor LUÍS FERNANDO DE CARVALHO, Ministro de Segunda Classe da Carreira de Diplomata do Ministério das Relações Exteriores, para exercer o cargo de Embaixador do Brasil na República do Haiti.",Votou
6008,2021-12-01,MSF 44/2021,"Submete à apreciação do Senado Federal, de conformidade com o art. 52, inciso IV, da Constituição, e com o art. 39, combinado com o art. 46 da Lei nº 11.440, de 29 de dezembro de 2006, o nome do Senhor BRENO DE SOUZA BRASIL DIAS DA COSTA, Ministro de Segunda Classe do Quadro Especial da Carreira de Diplomata do Ministério das Relações Exteriores, para exercer o cargo de Embaixador do Brasil na República da Nicarágua.",Votou
6008,2021-12-01,MSF 74/2021,"Submete à apreciação do Senado Federal, de conformidade com o art. 52, inciso IV, da Constituição, e com o art. 39, combinado com o art. 41 da Lei nº 11.440, de 2006, o nome do Senhor HAROLDO DE MACEDO RIBEIRO, Ministro de Primeira Classe da Carreira de Diplomata do Ministério das Relações Exteriores, para exercer o cargo de Embaixador do Brasil na República da Polônia.",Votou
6008,2021-11-23,MPV 1058/2021,"Altera a Lei nº 13.844, de 18 de junho de 2019, para criar o Ministério do Trabalho e Previdência, e dá outras providências.",Sim
6008,2021-11-18,PL 4373/2020,"Altera o § 3º art. 140 do Decreto-Lei nº 2.848, de 7 de dezembro de 1940 – Código Penal, e insere o art. 2º-A à Lei nº 7.716, de 5 de janeiro de 1989, tipificando como crime de racismo a injúria racial.",Sim
6008,2021-10-26,PL 4808/2019,"Altera a Lei nº 9.504, de 30 de setembro de 1997, para dispor sobre a liberação de recursos públicos para os hospitais filantrópicos e Santas Casas no período eleitoral.",Sim
6008,2021-10-21,PL 1417/2021,"Dispõe sobre a prestação de auxílio financeiro pela União às santas casas e hospitais filantrópicos, sem fins lucrativos, que participam de forma complementar do Sistema Único de Saúde (SUS), no exercício de 2021, com o objetivo de permitir-lhes atuar de forma coordenada no combate à pandemia da Covid-19.",Sim
6008,2021-10-14,PL 2753/2021,"Acrescenta dispositivo à Lei nº 13.992, de 22 de abril de 2020, que suspende por 120 (cento e vinte) dias, a contar de 1º de março do corrente ano, a obrigatoriedade da manutenção das metas quantitativas e qualitativas contratualizadas pelos prestadores de serviço de saúde no âmbito do Sistema Único de Saúde (SUS).",Atividade parlamentar
6008,2021-09-30,PL 2015/2021,"Altera a Lei nº 4.380, de 21 de agosto de 1964, que instituiu o Sistema Financeiro da Habitação (SFH), para incluir no financiamento imobiliário a aquisição de sistemas de geração fotovoltaica junto ao imóvel financiado.",Sim
6008,2022-04-26,MPV 1075/2021,"Altera a Lei nº 11.096, de 13 de janeiro de 2005, e a Lei nº 11.128, de 28 de junho de 2005, para dispor sobre o Programa Universidade para Todos.",Não
6008,2022-04-12,PL 3846/2021,"Altera a Lei nº 11.903, de 14 de janeiro de 2009, para dispor sobre a bula digital de medicamentos.",Sim
6008,2022-04-12,PL 3846/2021,"Altera a Lei nº 11.903, de 14 de janeiro de 2009, para dispor sobre a bula digital de medicamentos.",Não
6008,2022-04-06,MSF 86/2021,"Submete à apreciação do Senado Federal, nos termos do  art. 84, caput, inciso XIV, da Constituição, combinado com art. 4º, caput, da Lei Complementar nº 179, de 24 de fevereiro de 2021, o nome do Senhor RENATO DIAS DE BRITO GOMES, para exercer o cargo de Diretor do Banco Central do Brasil, na vaga decorrente do término do mandato de João Manoel Pinho de Mello em 31 de dezembro de 2021.",Votou
6008,2022-04-06,MSF 31/2022,"Submete à apreciação do Senado Federal, de conformidade com o art. 52, inciso III, alínea ""f"", da Constituição Federal, combinado com o art. 5º da Lei nº 9.427, de 26 de dezembro de 1996, o nome do Senhor HÉLVIO NEVES GUERRA, para ser reconduzido ao cargo de Diretor da Agência Nacional de Energia Elétrica - ANEEL.",Votou
6008,2022-04-06,MSF 30/2022,"Submete à apreciação do Senado Federal, de conformidade com o art. 52, inciso III, alínea ""f"", da Constituição Federal, combinado com o art. 5º da Lei nº 9.427, de 26 de dezembro de 1996, o nome do Senhor SANDOVAL DE ARAÚJO FEITOSA NETO, para exercer o cargo de Diretor-Geral da Agência Nacional de Energia Elétrica - ANEEL, na vaga decorrente do término do mandato do Senhor André Pepitone da Nóbrega.",Votou
6008,2022-04-06,MSF 33/2022,"Submete à apreciação do Senado Federal, de conformidade com o art. 52, inciso III, alínea ""f"", da Constituição Federal, combinado com o art. 5º da Lei nº 9.427, de 26 de dezembro de 1996, o nome do Senhor FERNANDO LUIZ MOSNA FERREIRA DA SILVA, para exercer o cargo de Diretor da Agência Nacional de Energia Elétrica - ANEEL, na vaga decorrente do término do mandato do Senhor Efrain Pereira da Cruz.",Votou
6008,2022-04-06,MSF 21/2022,"Submete à apreciação do Senado Federal, de conformidade com o art. 52, inciso III, alínea ""f"", da Constituição Federal, combinado com o art. 9° da Lei nº 9.984, de 17 de julho de 2000, e art. 3° do Anexo l do Decreto n° 3.692, de 19 de dezembro de 2000, a indicação do Senhor MAURICIO ABIJAODI LOPES DE VASCONCELLOS, para exercer o cargo de Diretor da Agência Nacional de Águas – ANA, na vaga decorrente do término do mandato de Marcelo Cruz.",Votou
6008,2022-04-06,MSF 18/2022,"Submete à consideração do Senado Federal, nos termos do art. 52, inciso III, alínea ""f"", da Constituição, combinado com o art. 9 da Lei nº 9.984, de 2000, o nome do Senhor FILIPE DE MELLO SAMPAIO CUNHA, para exercer o cargo de Diretor da Agência Nacional de Águas e Saneamento Básico - ANA, na vaga decorrente do término do mandato de Oscar de Moraes Cordeiro Netto em 15 de janeiro de 2022.",Votou
6008,2022-04-06,OFS 3/2022,"Submete à apreciação do Senado Federal, nos termos do art. 103-B, inciso IX, da Constituição Federal, o nome do Senhor GIOVANNI OLSSON, Juiz do Trabalho, para compor o Conselho Nacional de Justiça – CNJ, na vaga destinada ao Tribunal Superior do Trabalho.",Votou
6008,2022-04-06,MSF 11/2022,"Submete à apreciação do Senado Federal, nos termos do art. 111-A, inciso II, da Constituição, a indicação do Senhor SÉRGIO PINTO MARTINS, Juiz do Tribunal Regional do Trabalho da 2ª Região, com sede na cidade de São Paulo, Estado de São Paulo, para exercer o cargo de Ministro do Tribunal Superior do Trabalho, na vaga decorrente da aposentadoria do Ministro Alberto Luiz Bresciani de Fontan Pereira.",Votou
6008,2022-04-06,OFS 5/2022,"Submete à apreciação do Senado Federal, nos termos do art. 130-A , inciso V, da Constituição Federal, a indicação do Senhor ROGÉRIO MAGNUS VARELA GONÇALVES, para compor o Conselho Nacional do Ministério Público - CNMP, na vaga indicada pelo Conselho Federal da OAB, para o Biênio 2021/2023.",Votou
6008,2022-04-06,OFS 1/2022,"Submete à apreciação do Senado Federal, nos termos do art. 103-B, inciso XII, da Constituição Federal, o nome do Senhor MARCELLO TERTO E SILVA, para compor o Conselho Nacional de Justiça – CNJ, na vaga indicada pelo Conselho Federal da Ordem dos Advogados do Brasil.",Votou
6008,2022-04-06,MSF 20/2022,"Submete à apreciação do Senado Federal, de conformidade com o art. 52, inciso III, alínea ""f"", da Constituição Federal, combinado com o art. 9° da Lei nº 9.984, de 17 de julho de 2000, e art. 3° do Anexo l do Decreto n° 3.692, de 19 de dezembro de 2000, a indicação da Senhora ANA CAROLINA ARGOLO NASCIMENTO DE CASTRO, para exercer o cargo de Diretora da Agência Nacional de Águas – ANA, na vaga decorrente do término do mandato do Senhor Ricardo Medeiros de Andrade.",Presente – Não registrou voto
6008,2022-04-06,MSF 17/2022,"Submete à consideração do Senado Federal, nos termos do art. 52, inciso III, alínea ""f"", da Constituição, combinado com o art. 9 da Lei nº 9.984, de 2000, o nome da Senhora VERONICA SÁNCHEZ DA CRUZ RIOS, para exercer o cargo de Diretora-Presidente da Agência Nacional de Águas e Saneamento Básico - ANA, na vaga decorrente do término do mandato de Christianne Dias Ferreira em 15 de janeiro de 2022.",Presente – Não registrou voto
6008,2022-04-06,MSF 37/2022,"Submete à consideração do Senador Federal, nos termos do art. 52, inciso III, alínea ""f"", da Constituição, combinado com o art. 6º da Lei no 12.529, de 30 de novembro de 2011, o nome da Senhora JULIANA OLIVEIRA DOMINGUES, para exercer o cargo de Procuradora-Chefe da Procuradoria Federal Especializada junto ao Conselho Administrativo de Defesa Econômica - CADE, com mandato de dois anos, na vaga decorrente do término do mandato de Walter de Agra Júnior.",Presente – Não registrou voto
6008,2022-04-06,OFS 4/2022,"Submete à apreciação do Senado Federal, nos termos do art. 130-A , inciso V, da Constituição Federal, a indicação do Senhor RODRIGO BADARÓ ALMEIDA DE CASTRO, para compor o Conselho Nacional do Ministério Público - CNMP, na vaga indicada pelo Conselho Federal da OAB, para o Biênio 2021/2023.",Presente – Não registrou voto
6008,2022-04-06,OFS 2/2022,"Submete à apreciação do Senado Federal, nos termos do art. 103-B, inciso XII, da Constituição Federal, o nome do Senhor MARCOS VINÍCIUS JARDIM RODRIGUES, para compor o Conselho Nacional de Justiça – CNJ, na vaga indicada pelo Conselho Federal da Ordem dos Advogados do Brasil.",Presente – Não registrou voto
6008,2022-04-06,MSF 38/2022,"Submete à consideração do Senador Federal, nos termos do art. 52, inciso III, alínea “f”, da Constituição, combinado com o art. 6º da Lei nº 6.385, de 7 de dezembro de 1976, com a redação dada pelo art. 1º da Lei nº 10.411, de 26 de fevereiro de 2002, o nome do Senhor JOÃO PEDRO BARROSO DO NASCIMENTO, para exercer o cargo de Presidente da Comissão de Valores Mobiliários - CVM, na vaga decorrente do término do mandato de Marcelo Santos Barbosa em 14 de julho de 2022.",Presente – Não registrou voto
