codigoParlamentar,TipoUsoPalavra,DataPronunciamento,LocalPronunciamento,TextoResumo,CodigoPronunciamento
5322,DIS,2019-04-02,Senado Federal,Reflexão sobre a importância da valorização de ideais humanitários para a convivência em sociedade. Celebração do Dia Mundial de Conscientização sobre o Autismo. Considerações a respeito da relevância do debate em torno de diversas questões referentes às vidas das pessoas com autismo.,452283
5322,DIS,2017-03-15,Senado Federal,"Elogio às manifestações coletivas, realizadas por todo o país, contrárias a reforma previdenciária.",429455
