AluguelEscritorio,MateriaisConsumo,HospedagemCombustivel,ApoioParlamentar,Propaganda,Passagens,SegurançaPrivada,Total,ano,CodigoParlamentar,Viagens,Diarias,RessarcimentePassagens,ConsumoMaterial,Combustiveis,OutrosMateriais,Correios,MarketingDigital,PassagensAereas
"52.661,94","23.028,63","47.029,50","37.455,20",72500,Consulte,000,"65.437,13",2021,6341,"1.473,54","1.473,54",000,"3.612,80",000,"3.612,80","17.268,29",000,"43.082,50"
"52.661,94","23.028,63","47.029,50","37.455,20",72500,Consulte,000,"65.437,13",2022,6341,"1.473,54","1.473,54",000,"3.612,80",000,"3.612,80","17.268,29",000,"43.082,50"
"82.420,40","41.811,84","51.823,14","107.855,00","13.200,00",Sem lançamentos,000,"104.270,24",2023,6341,62446,62446,000,"9.502,25",000,"9.502,25","24.962,45","3.300,00","65.881,08"
"52.661,94","23.028,63","47.029,50","37.455,20",72500,Consulte,000,"65.437,13",2024,6341,"1.473,54","1.473,54",000,"3.612,80",000,"3.612,80","17.268,29",000,"43.082,50"
