AluguelEscritorio,MateriaisConsumo,HospedagemCombustivel,ApoioParlamentar,Propaganda,Passagens,SegurançaPrivada,Total,ano,CodigoParlamentar,Viagens,Diarias,RessarcimentePassagens,ConsumoMaterial,Combustiveis,OutrosMateriais,Correios,MarketingDigital,PassagensAereas
"43.639,64","60.259,28","22.725,05","5.670,78","1.379,20",Sem lançamentos,000,"23.064,01",2021,6335,000,000,000,"5.142,09",000,"5.142,09","17.921,92",000,000
"43.639,64","60.259,28","22.725,05","5.670,78","1.379,20",Sem lançamentos,000,"23.064,01",2022,6335,000,000,000,"5.142,09",000,"5.142,09","17.921,92",000,000
"41.160,67","38.419,32","50.777,45","48.325,84","23.581,80",Sem lançamentos,000,"29.097,90",2023,6335,70000,70000,000,"11.678,43",000,"11.678,43","16.719,47",000,000
"43.639,64","60.259,28","22.725,05","5.670,78","1.379,20",Sem lançamentos,000,"23.064,01",2024,6335,000,000,000,"5.142,09",000,"5.142,09","17.921,92",000,000
