AluguelEscritorio,MateriaisConsumo,HospedagemCombustivel,ApoioParlamentar,Propaganda,Passagens,SegurançaPrivada,Total,ano,CodigoParlamentar,Viagens,Diarias,RessarcimentePassagens,ConsumoMaterial,Combustiveis,OutrosMateriais,Correios,MarketingDigital,PassagensAereas
"53.018,25",000,"127.807,59","34.100,00","179.000,00",Sem lançamentos,000,"5.524,24",2021,5926,000,000,000,"2.388,01",000,"2.388,01","3.136,23",000,000
"51.627,27",000,"135.106,33","49.100,00","122.000,00",Consulte,000,"17.494,80",2022,5926,"5.326,24","5.326,24",000,"4.362,33",000,"4.362,33","5.306,23","2.500,00",000
"52.320,37",000,"146.688,42","60.600,00","136.000,00",Sem lançamentos,000,"102.703,50",2023,5926,000,000,000,"5.058,23",000,"5.058,23","13.276,95",000,"84.368,32"
"25.890,64",000,"58.825,99","21.500,00","74.000,00",Sem lançamentos,000,"81.213,82",2024,5926,000,000,000,"2.461,73",000,"2.461,73","8.509,79",000,"70.242,30"
