AluguelEscritorio,MateriaisConsumo,HospedagemCombustivel,ApoioParlamentar,Propaganda,Passagens,SegurançaPrivada,Total,ano,CodigoParlamentar,Viagens,Diarias,RessarcimentePassagens,ConsumoMaterial,Combustiveis,OutrosMateriais,Correios,MarketingDigital,PassagensAereas
34300,000,000,000,000,Consulte,000,"10.105,31",2021,5959,"8.417,88","8.417,88",000,48132,000,48132,"1.206,11",000,000
"2.325,20",000,"1.544,17","120.000,00","241.000,00",Sem lançamentos,000,"6.615,10",2022,5959,000,000,000,"2.868,01",000,"2.868,01","3.747,09",000,000
"5.816,10",55446,"40.613,31","20.528,50","294.131,13",Sem lançamentos,000,"147.984,53",2023,5959,"3.424,46","3.424,46",000,"6.432,92",000,"6.432,92","37.201,42","23.859,28","77.066,45"
"2.837,00",10814,"10.378,09",000,"245.199,27",Sem lançamentos,000,"92.439,55",2024,5959,000,000,000,"2.602,85",000,"2.602,85","26.528,92","19.373,48","43.934,30"
