AluguelEscritorio,MateriaisConsumo,HospedagemCombustivel,ApoioParlamentar,Propaganda,Passagens,SegurançaPrivada,Total,ano,CodigoParlamentar,Viagens,Diarias,RessarcimentePassagens,ConsumoMaterial,Combustiveis,OutrosMateriais,Correios,MarketingDigital,PassagensAereas
"63.724,98","31.004,58","81.044,74","11.400,00",000,Sem lançamentos,"1.620,15","26.032,93",2021,22,000,000,000,"2.074,91",000,"2.074,91","23.958,02",000,000
"65.175,86","30.463,66","73.057,43","21.550,00",000,Consulte,46290,"62.857,20",2022,22,"13.002,91","13.002,91",000,"4.209,23",000,"4.209,23","45.645,06",000,000
"77.659,23","22.869,93","121.270,64","40.710,00",38300,Consulte,000,"208.726,39",2023,22,"7.521,06","7.521,06",000,"7.583,05",000,"7.583,05","31.294,31",000,"162.327,97"
"31.709,00","11.003,24","62.414,62","45.488,00",000,Consulte,000,"106.731,71",2024,22,"22.602,15","22.602,15",000,"2.385,30",000,"2.385,30","5.511,60",000,"76.232,66"
