AluguelEscritorio,MateriaisConsumo,HospedagemCombustivel,ApoioParlamentar,Propaganda,Passagens,SegurançaPrivada,Total,ano,CodigoParlamentar,Viagens,Diarias,RessarcimentePassagens,ConsumoMaterial,Combustiveis,OutrosMateriais,Correios,MarketingDigital,PassagensAereas
0,0,0,0,0,Sem lançamentos,0,000,2021,631,000,000,000,000,000,000,000,000,000
0,0,0,0,0,Sem lançamentos,0,000,2022,631,000,000,000,000,000,000,000,000,000
"62.114,03","8.102,01","52.500,00",000,000,Sem lançamentos,000,"9.558,19",2023,631,000,000,000,"7.382,68",000,"7.382,68","2.175,51",000,000
"42.217,25",32368,"32.100,00",000,"4.000,00",Sem lançamentos,000,"13.402,37",2024,631,000,000,000,"2.873,79",000,"2.873,79","10.528,58",000,000
