AluguelEscritorio,MateriaisConsumo,HospedagemCombustivel,ApoioParlamentar,Propaganda,Passagens,SegurançaPrivada,Total,ano,CodigoParlamentar,Viagens,Diarias,RessarcimentePassagens,ConsumoMaterial,Combustiveis,OutrosMateriais,Correios,MarketingDigital,PassagensAereas
"95.713,03",27160,"16.243,48","127.006,00",000,Sem lançamentos,000,"7.467,18",2021,5411,000,000,000,"2.763,51",000,"2.763,51","4.703,67",000,000
"63.059,19","1.470,00","20.551,59","55.878,45",000,Sem lançamentos,000,"28.207,90",2022,5411,000,000,000,"3.460,31",000,"3.460,31","24.747,59",000,000
"118.313,16",45200,"112.651,75","98.006,88",000,Sem lançamentos,000,"163.337,30",2023,5411,"29.364,19","18.453,90","10.910,29","7.620,61",000,"7.620,61","1.468,12","29.576,87","95.307,51"
"51.214,97","4.812,18","41.768,69","49.320,27",000,Consulte,000,"146.760,67",2024,5411,"100.027,11","39.823,05","60.204,06","2.530,36",000,"2.530,36","1.266,82","2.855,74","40.080,64"
