AluguelEscritorio,MateriaisConsumo,HospedagemCombustivel,ApoioParlamentar,Propaganda,Passagens,SegurançaPrivada,Total,ano,CodigoParlamentar,Viagens,Diarias,RessarcimentePassagens,ConsumoMaterial,Combustiveis,OutrosMateriais,Correios,MarketingDigital,PassagensAereas
000,000,"1.585,64","300.000,00",000,Sem lançamentos,000,"16.288,24",2021,4994,000,000,000,"4.465,33",000,"4.465,33","11.822,91",000,000
000,000,"4.222,35","300.000,00",000,Sem lançamentos,000,"12.654,44",2022,4994,000,000,000,"7.763,43",000,"7.763,43","4.891,01",000,000
"17.000,00",000,"16.473,19","301.433,24",000,Consulte,000,"119.482,02",2023,4994,"19.873,30","19.873,30",000,"9.852,44",000,"9.852,44","17.836,32",000,"71.919,96"
"42.500,00",000,"2.581,92","133.900,00",000,Sem lançamentos,000,"34.834,37",2024,4994,000,000,000,"4.393,76",000,"4.393,76","16.891,44",000,"13.549,17"
