AluguelEscritorio,MateriaisConsumo,HospedagemCombustivel,ApoioParlamentar,Propaganda,Passagens,SegurançaPrivada,Total,ano,CodigoParlamentar,Viagens,Diarias,RessarcimentePassagens,ConsumoMaterial,Combustiveis,OutrosMateriais,Correios,MarketingDigital,PassagensAereas
"62.212,86","53.902,74","55.223,58","24.925,10","3.863,76",Sem lançamentos,000,"26.213,98",2021,825,000,000,000,72244,000,72244,"25.491,54",000,000
"66.811,14","61.778,03","69.889,18","19.054,32",000,Sem lançamentos,000,"57.873,53",2022,825,000,000,000,"1.387,91",000,"1.387,91","56.485,62",000,000
"133.100,01","75.790,50","74.009,85","37.582,06",000,Sem lançamentos,000,"101.096,05",2023,825,000,000,000,"4.400,53",000,"4.400,53","93.288,33","3.407,19",000
"59.367,80","40.856,81","30.837,52","16.877,20",000,Sem lançamentos,000,"47.569,11",2024,825,"1.473,54","1.473,54",000,"1.850,61",000,"1.850,61","35.174,96","9.070,00",000
