AluguelEscritorio,MateriaisConsumo,HospedagemCombustivel,ApoioParlamentar,Propaganda,Passagens,SegurançaPrivada,Total,ano,CodigoParlamentar,Viagens,Diarias,RessarcimentePassagens,ConsumoMaterial,Combustiveis,OutrosMateriais,Correios,MarketingDigital,PassagensAereas
"82.456,64","61.159,21","78.784,15","1.834,22",000,Sem lançamentos,000,"7.273,87",2021,5376,000,000,000,85052,000,85052,"6.423,35",000,000
"95.366,94","61.030,02","70.006,51","1.344,24",000,Sem lançamentos,000,"10.394,82",2022,5376,000,000,000,"2.271,54",000,"2.271,54","8.123,28",000,000
"103.678,66","59.121,04","58.724,87","26.872,27","2.276,13",Consulte,000,"203.166,05",2023,5376,"62.420,95","47.207,94","15.213,01","3.531,36",000,"3.531,36","66.418,78",18581,"70.609,15"
"52.314,85","26.677,30","1.539,21","20.828,98","1.800,00",Consulte,000,"111.225,26",2024,5376,"76.848,08","63.128,02","13.720,06","1.972,58",000,"1.972,58","22.532,39",000,"9.872,21"
