AluguelEscritorio,MateriaisConsumo,HospedagemCombustivel,ApoioParlamentar,Propaganda,Passagens,SegurançaPrivada,Total,ano,CodigoParlamentar,Viagens,Diarias,RessarcimentePassagens,ConsumoMaterial,Combustiveis,OutrosMateriais,Correios,MarketingDigital,PassagensAereas
"4.814,36","2.257,87","6.406,59","28.516,27","87.550,19",Consulte,000,"156.985,24",2021,6009,"80.378,87","73.383,25","6.995,62","2.827,42",000,"2.827,42","27.180,99","18.000,00","28.597,96"
"4.814,36","2.257,87","6.406,59","28.516,27","87.550,19",Consulte,000,"156.985,24",2022,6009,"80.378,87","73.383,25","6.995,62","2.827,42",000,"2.827,42","27.180,99","18.000,00","28.597,96"
"8.795,26","5.364,11","38.801,99","75.342,95","36.400,00",Consulte,000,"176.399,32",2023,6009,"98.035,35","93.259,48","4.775,87","7.720,48",000,"7.720,48","21.418,64","6.215,61","43.009,24"
"4.814,36","2.257,87","6.406,59","28.516,27","87.550,19",Consulte,000,"156.985,24",2024,6009,"80.378,87","73.383,25","6.995,62","2.827,42",000,"2.827,42","27.180,99","18.000,00","28.597,96"
