AluguelEscritorio,MateriaisConsumo,HospedagemCombustivel,ApoioParlamentar,Propaganda,Passagens,SegurançaPrivada,Total,ano,CodigoParlamentar,Viagens,Diarias,RessarcimentePassagens,ConsumoMaterial,Combustiveis,OutrosMateriais,Correios,MarketingDigital,PassagensAereas
"27.160,75","1.552,50","35.040,79","1.792,42",000,Sem lançamentos,000,"19.331,09",2021,6351,000,000,000,"1.292,16",000,"1.292,16",17701,000,"17.861,92"
"27.160,75","1.552,50","35.040,79","1.792,42",000,Sem lançamentos,000,"19.331,09",2022,6351,000,000,000,"1.292,16",000,"1.292,16",17701,000,"17.861,92"
0,0,0,0,0,Sem lançamentos,0,000,2023,6351,000,000,000,000,000,000,000,000,000
"27.160,75","1.552,50","35.040,79","1.792,42",000,Sem lançamentos,000,"19.331,09",2024,6351,000,000,000,"1.292,16",000,"1.292,16",17701,000,"17.861,92"
