AluguelEscritorio,MateriaisConsumo,HospedagemCombustivel,ApoioParlamentar,Propaganda,Passagens,SegurançaPrivada,Total,ano,CodigoParlamentar,Viagens,Diarias,RessarcimentePassagens,ConsumoMaterial,Combustiveis,OutrosMateriais,Correios,MarketingDigital,PassagensAereas
"61.019,98","1.800,00","2.306,94","299.200,00","10.950,00",Consulte,000,"79.759,01",2021,5985,"34.903,70","34.903,70",000,"3.772,43",000,"3.772,43","41.082,88",000,000
"59.635,85","1.650,00",000,"43.491,00","231.977,93",Consulte,000,"100.798,08",2022,5985,"55.168,18","55.168,18",000,"6.504,12",000,"6.504,12","39.125,78",000,000
"62.860,73","1.950,00",64090,"155.473,00","187.125,00",Consulte,000,"306.356,76",2023,5985,"138.356,96","138.356,96",000,"7.720,54",000,"7.720,54","43.772,55","31.583,30","84.923,41"
"37.178,93","1.620,00","1.128,09","61.754,52","85.740,00",Consulte,000,"162.376,27",2024,5985,"75.079,09","75.079,09",000,"3.333,80",000,"3.333,80","36.205,86","12.943,79","34.813,73"
