AluguelEscritorio,MateriaisConsumo,HospedagemCombustivel,ApoioParlamentar,Propaganda,Passagens,SegurançaPrivada,Total,ano,CodigoParlamentar,Viagens,Diarias,RessarcimentePassagens,ConsumoMaterial,Combustiveis,OutrosMateriais,Correios,MarketingDigital,PassagensAereas
"36.008,00","2.685,85","14.766,81","102.900,00",000,Sem lançamentos,000,"72.558,79",2021,5732,"29.585,02","29.585,02",000,"1.886,27",000,"1.886,27","41.087,50",000,000
"39.233,97","3.688,50","23.344,97","96.000,00",000,Sem lançamentos,000,"44.680,34",2022,5732,"26.734,52","26.734,52",000,"4.097,79",000,"4.097,79","13.848,03",000,000
"39.701,25","4.400,52","15.412,41","98.116,82","107.400,00",Consulte,000,"90.222,35",2023,5732,"41.193,42","41.193,42",000,"5.612,10",000,"5.612,10","43.416,83",000,000
"18.402,26","1.672,70","13.416,90","42.007,02","3.500,00",Consulte,000,"11.338,54",2024,5732,000,000,000,"2.345,37",000,"2.345,37","8.993,17",000,000
