AluguelEscritorio,MateriaisConsumo,HospedagemCombustivel,ApoioParlamentar,Propaganda,Passagens,SegurançaPrivada,Total,ano,CodigoParlamentar,Viagens,Diarias,RessarcimentePassagens,ConsumoMaterial,Combustiveis,OutrosMateriais,Correios,MarketingDigital,PassagensAereas
"133.126,52","32.442,20","223.433,13",22180,000,Consulte,000,"86.625,49",2021,581,"82.353,93","51.500,39","30.853,54","2.180,92",000,"2.180,92","2.090,64",000,000
"126.801,58","17.237,06","245.674,72",000,000,Consulte,000,"159.673,23",2022,581,"126.463,62","43.068,47","83.395,15","7.521,17",000,"7.521,17","25.688,44",000,000
"172.760,14","23.834,50","210.247,52",000,000,Consulte,000,"222.086,80",2023,581,"58.322,51","58.322,51",000,"6.511,38",000,"6.511,38","33.570,95",000,"123.681,96"
"45.518,82","5.916,00","114.547,13",000,000,Sem lançamentos,000,"126.945,38",2024,581,"9.998,92","9.998,92",000,"2.227,87",000,"2.227,87","48.569,48",000,"66.149,11"
