AluguelEscritorio,MateriaisConsumo,HospedagemCombustivel,ApoioParlamentar,Propaganda,Passagens,SegurançaPrivada,Total,ano,CodigoParlamentar,Viagens,Diarias,RessarcimentePassagens,ConsumoMaterial,Combustiveis,OutrosMateriais,Correios,MarketingDigital,PassagensAereas
"16.649,71","31.550,75","31.216,50","50.000,00","30.809,99",Sem lançamentos,000,"58.642,47",2021,5793,73677,73677,000,"2.472,33",000,"2.472,33","5.137,84","11.730,51","38.565,02"
"16.649,71","31.550,75","31.216,50","50.000,00","30.809,99",Sem lançamentos,000,"58.642,47",2022,5793,73677,73677,000,"2.472,33",000,"2.472,33","5.137,84","11.730,51","38.565,02"
"27.133,41","63.180,19","90.530,08","116.116,37","137.369,00",Consulte,000,"128.555,78",2023,5793,"34.876,46","34.876,46",000,"6.730,42",000,"6.730,42",50238,"25.028,11","61.418,41"
"16.649,71","31.550,75","31.216,50","50.000,00","30.809,99",Sem lançamentos,000,"58.642,47",2024,5793,73677,73677,000,"2.472,33",000,"2.472,33","5.137,84","11.730,51","38.565,02"
