AluguelEscritorio,MateriaisConsumo,HospedagemCombustivel,ApoioParlamentar,Propaganda,Passagens,SegurançaPrivada,Total,ano,CodigoParlamentar,Viagens,Diarias,RessarcimentePassagens,ConsumoMaterial,Combustiveis,OutrosMateriais,Correios,MarketingDigital,PassagensAereas
"77.246,11","112.353,34","122.860,58","78.788,33",000,Sem lançamentos,000,"36.296,91",2021,5973,000,000,000,50528,000,50528,"35.791,63",000,000
"64.568,67","21.200,00","44.401,73","72.446,00","1.778,00",Sem lançamentos,000,"29.581,94",2022,5973,000,000,000,"2.121,35",000,"2.121,35","27.460,59",000,000
"104.344,52","2.384,57","56.935,98","199.558,00",000,Consulte,000,"199.485,43",2023,5973,"28.145,99","28.145,99",000,"3.948,51",000,"3.948,51","70.982,21",000,"96.408,72"
"48.682,57","1.085,90","36.194,34","57.112,00",000,Sem lançamentos,000,"114.748,45",2024,5973,"15.763,99","15.763,99",000,"3.089,75",000,"3.089,75","38.716,99",000,"57.177,72"
