AluguelEscritorio,MateriaisConsumo,HospedagemCombustivel,ApoioParlamentar,Propaganda,Passagens,SegurançaPrivada,Total,ano,CodigoParlamentar,Viagens,Diarias,RessarcimentePassagens,ConsumoMaterial,Combustiveis,OutrosMateriais,Correios,MarketingDigital,PassagensAereas
"29.675,74","9.878,18","43.578,59","214.858,88","30.629,19",Sem lançamentos,000,"16.988,03",2021,5905,000,000,000,"4.546,83",000,"4.546,83","12.441,20",000,000
"23.158,58","3.556,00","23.173,33","178.799,58",000,Consulte,000,"41.586,34",2022,5905,"15.336,44","15.336,44",000,"3.869,91",000,"3.869,91","22.379,99",000,000
"39.786,47","7.930,00","64.907,29","206.010,00","53.450,00",Consulte,000,"290.940,61",2023,5905,"38.321,46","38.321,46",000,"6.060,75",000,"6.060,75","81.779,65","27.463,47","137.315,28"
"23.939,75","2.032,00","21.773,60","87.010,00","4.895,48",Consulte,000,"108.620,48",2024,5905,"25.670,86","25.670,86",000,"2.991,14",000,"2.991,14","17.426,26",000,"62.532,22"
