AluguelEscritorio,MateriaisConsumo,HospedagemCombustivel,ApoioParlamentar,Propaganda,Passagens,SegurançaPrivada,Total,ano,CodigoParlamentar,Viagens,Diarias,RessarcimentePassagens,ConsumoMaterial,Combustiveis,OutrosMateriais,Correios,MarketingDigital,PassagensAereas
"30.368,61",000,"2.771,41","113.150,00","110.900,00",Consulte,000,"30.067,65",2021,5998,"14.250,91","14.250,91",000,"1.253,37",000,"1.253,37","14.563,37",000,000
"21.749,91",000,000,"150.292,80","98.100,00",Consulte,000,"52.064,13",2022,5998,"50.148,18","50.148,18",000,"1.714,25",000,"1.714,25",20170,000,000
"23.500,00",000,000,"270.018,67",90000,Consulte,000,"153.449,98",2023,5998,"27.161,49","27.161,49",000,"3.407,65",000,"3.407,65","8.521,81",000,"114.359,03"
"12.000,00",000,000,"166.924,00",000,Consulte,000,"89.581,92",2024,5998,"28.158,96","28.158,96",000,"1.218,71",000,"1.218,71","4.145,79",000,"56.058,46"
