AluguelEscritorio,MateriaisConsumo,HospedagemCombustivel,ApoioParlamentar,Propaganda,Passagens,SegurançaPrivada,Total,ano,CodigoParlamentar,Viagens,Diarias,RessarcimentePassagens,ConsumoMaterial,Combustiveis,OutrosMateriais,Correios,MarketingDigital,PassagensAereas
"33.445,40",6603,"66.343,15","4.003,56","75.230,00",Consulte,000,"97.920,27",2021,6342,"68.310,50","68.310,50",000,"1.765,40",000,"1.765,40",52214,000,"27.322,23"
"33.445,40",6603,"66.343,15","4.003,56","75.230,00",Consulte,000,"97.920,27",2022,6342,"68.310,50","68.310,50",000,"1.765,40",000,"1.765,40",52214,000,"27.322,23"
"54.265,81",44999,"95.324,54","12.091,44","55.370,00",Consulte,000,"85.637,37",2023,6342,000,000,000,"8.321,97",000,"8.321,97","8.997,95",000,"68.317,45"
"33.445,40",6603,"66.343,15","4.003,56","75.230,00",Consulte,000,"97.920,27",2024,6342,"68.310,50","68.310,50",000,"1.765,40",000,"1.765,40",52214,000,"27.322,23"
