AluguelEscritorio,MateriaisConsumo,HospedagemCombustivel,ApoioParlamentar,Propaganda,Passagens,SegurançaPrivada,Total,ano,CodigoParlamentar,Viagens,Diarias,RessarcimentePassagens,ConsumoMaterial,Combustiveis,OutrosMateriais,Correios,MarketingDigital,PassagensAereas
0,0,0,0,0,Sem lançamentos,0,"3.216,72",2021,5979,000,000,000,"1.367,65",000,"1.367,65","1.849,07",000,000
"10.567,64",000,000,000,000,Sem lançamentos,000,"8.495,52",2022,5979,"1.400,00","1.400,00",000,"3.071,32",000,"3.071,32","4.024,20",000,000
"2.800,00",000,"8.431,87","40.000,00","1.366,00",Consulte,000,"53.702,93",2023,5979,"48.225,14","48.225,14",000,"3.802,99",000,"3.802,99","1.274,80",40000,000
000,000,"18.320,88","55.400,00",000,Sem lançamentos,000,"5.299,02",2024,5979,000,000,000,"2.866,97",000,"2.866,97","2.432,05",000,000
