AluguelEscritorio,MateriaisConsumo,HospedagemCombustivel,ApoioParlamentar,Propaganda,Passagens,SegurançaPrivada,Total,ano,CodigoParlamentar,Viagens,Diarias,RessarcimentePassagens,ConsumoMaterial,Combustiveis,OutrosMateriais,Correios,MarketingDigital,PassagensAereas
0,0,0,0,0,Sem lançamentos,0,000,2021,6304,000,000,000,000,000,000,000,000,000
"30.943,50","16.557,05","49.153,88","10.000,00",000,Sem lançamentos,000,"1.085,43",2022,6304,000,000,000,87806,000,87806,20737,000,000
"99.382,12","47.963,97","89.015,56","23.250,00","3.200,00",Sem lançamentos,000,"95.830,08",2023,6304,000,000,000,"3.585,79",000,"3.585,79",9499,48228,"91.667,02"
"71.593,00","29.944,02","4.179,02","10.500,00",87000,Sem lançamentos,000,"44.376,22",2024,6304,000,000,000,"1.504,48",000,"1.504,48","7.839,39",67521,"34.357,14"
