AluguelEscritorio,MateriaisConsumo,HospedagemCombustivel,ApoioParlamentar,Propaganda,Passagens,SegurançaPrivada,Total,ano,CodigoParlamentar,Viagens,Diarias,RessarcimentePassagens,ConsumoMaterial,Combustiveis,OutrosMateriais,Correios,MarketingDigital,PassagensAereas
"64.159,44","5.718,02","18.021,74","10.714,72",000,Sem lançamentos,000,"54.988,88",2021,6331,000,000,000,"3.412,26",000,"3.412,26",6147,000,"51.515,15"
"64.159,44","5.718,02","18.021,74","10.714,72",000,Sem lançamentos,000,"54.988,88",2022,6331,000,000,000,"3.412,26",000,"3.412,26",6147,000,"51.515,15"
"119.663,18","14.228,26","40.690,69","34.456,29",000,Consulte,000,"83.878,73",2023,6331,"9.851,78","9.851,78",000,"7.012,25",000,"7.012,25",5242,19996,"66.762,32"
"64.159,44","5.718,02","18.021,74","10.714,72",000,Sem lançamentos,000,"54.988,88",2024,6331,000,000,000,"3.412,26",000,"3.412,26",6147,000,"51.515,15"
