AluguelEscritorio,MateriaisConsumo,HospedagemCombustivel,ApoioParlamentar,Propaganda,Passagens,SegurançaPrivada,Total,ano,CodigoParlamentar,Viagens,Diarias,RessarcimentePassagens,ConsumoMaterial,Combustiveis,OutrosMateriais,Correios,MarketingDigital,PassagensAereas
"48.667,03","9.978,25","68.909,97","24.000,00","71.500,00",Sem lançamentos,000,"66.143,89",2021,6369,000,000,000,"3.415,94",000,"3.415,94","7.022,45",000,"55.705,50"
"48.667,03","9.978,25","68.909,97","24.000,00","71.500,00",Sem lançamentos,000,"66.143,89",2022,6369,000,000,000,"3.415,94",000,"3.415,94","7.022,45",000,"55.705,50"
"98.971,87","8.653,59","130.319,83","87.959,18","75.500,00",Consulte,000,"122.243,45",2023,6369,"26.411,27","26.411,27",000,"6.192,45",000,"6.192,45","9.273,01",000,"80.366,72"
"48.667,03","9.978,25","68.909,97","24.000,00","71.500,00",Sem lançamentos,000,"66.143,89",2024,6369,000,000,000,"3.415,94",000,"3.415,94","7.022,45",000,"55.705,50"
