AluguelEscritorio,MateriaisConsumo,HospedagemCombustivel,ApoioParlamentar,Propaganda,Passagens,SegurançaPrivada,Total,ano,CodigoParlamentar,Viagens,Diarias,RessarcimentePassagens,ConsumoMaterial,Combustiveis,OutrosMateriais,Correios,MarketingDigital,PassagensAereas
"45.941,25","21.258,68","48.484,65","170.834,38","1.340,00",Sem lançamentos,000,"12.325,27",2021,5936,"7.013,14","7.013,14",000,"3.970,83",000,"3.970,83","1.341,30",000,000
"58.574,73","10.453,07","84.829,72","100.069,84","6.500,00",Consulte,000,"48.121,61",2022,5936,"39.810,71","39.810,71",000,"4.768,86",000,"4.768,86","3.542,04",000,000
"57.977,60","4.532,72","113.300,23","136.666,90","20.434,97",Sem lançamentos,000,"110.543,33",2023,5936,000,000,000,"3.393,02",000,"3.393,02","2.924,64","8.081,52","96.144,15"
"29.134,58","2.090,39","60.614,17","89.340,00",000,Sem lançamentos,000,"100.508,54",2024,5936,000,000,000,"1.174,74",000,"1.174,74","3.011,04","1.497,17","94.825,59"
