AluguelEscritorio,MateriaisConsumo,HospedagemCombustivel,ApoioParlamentar,Propaganda,Passagens,SegurançaPrivada,Total,ano,CodigoParlamentar,Viagens,Diarias,RessarcimentePassagens,ConsumoMaterial,Combustiveis,OutrosMateriais,Correios,MarketingDigital,PassagensAereas
"16.071,13","61.056,30","9.955,74","211.057,00","1.010,20",Consulte,000,"184.200,61",2021,5385,"73.359,30","73.359,30",000,"4.360,40",000,"4.360,40","106.480,91",000,000
"19.331,96","63.284,63","15.347,45","201.558,60",000,Consulte,000,"82.104,96",2022,5385,"26.796,22","26.796,22",000,"6.895,75",000,"6.895,75","48.412,99",000,000
"16.375,41","61.654,46","40.688,48","169.467,00","17.400,00",Consulte,000,"270.158,70",2023,5385,"104.196,84","104.196,84",000,"7.732,40",000,"7.732,40","89.892,80","36.000,09","32.336,57"
"3.295,65","15.331,05","8.695,62","18.000,00",000,Consulte,000,"132.593,81",2024,5385,"63.807,08","63.807,08",000,"2.834,42",000,"2.834,42","46.948,10","6.000,20","13.004,01"
