AluguelEscritorio,MateriaisConsumo,HospedagemCombustivel,ApoioParlamentar,Propaganda,Passagens,SegurançaPrivada,Total,ano,CodigoParlamentar,Viagens,Diarias,RessarcimentePassagens,ConsumoMaterial,Combustiveis,OutrosMateriais,Correios,MarketingDigital,PassagensAereas
"4.020,27","1.353,00","8.139,32","8.702,00","57.700,00",Consulte,000,"74.753,43",2021,5386,"18.207,32","18.207,32",000,"3.846,39",000,"3.846,39","10.921,11","1.323,81","40.454,80"
"4.020,27","1.353,00","8.139,32","8.702,00","57.700,00",Consulte,000,"74.753,43",2022,5386,"18.207,32","18.207,32",000,"3.846,39",000,"3.846,39","10.921,11","1.323,81","40.454,80"
"37.090,62","4.961,00","69.004,59","109.712,36","52.700,00",Consulte,000,"116.424,28",2023,5386,"28.667,45","28.667,45",000,"12.299,98",000,"12.299,98","9.211,12","1.037,41","65.208,32"
"4.020,27","1.353,00","8.139,32","8.702,00","57.700,00",Consulte,000,"74.753,43",2024,5386,"18.207,32","18.207,32",000,"3.846,39",000,"3.846,39","10.921,11","1.323,81","40.454,80"
