AluguelEscritorio,MateriaisConsumo,HospedagemCombustivel,ApoioParlamentar,Propaganda,Passagens,SegurançaPrivada,Total,ano,CodigoParlamentar,Viagens,Diarias,RessarcimentePassagens,ConsumoMaterial,Combustiveis,OutrosMateriais,Correios,MarketingDigital,PassagensAereas
"27.043,02",000,000,"3.000,00","235.500,00",Sem lançamentos,000,"87.316,56",2021,5783,000,000,000,85941,000,85941,"86.457,15",000,000
"32.871,96",000,"28.967,65","5.000,00","310.200,00",Sem lançamentos,000,"28.939,67",2022,5783,000,000,000,"3.451,93",000,"3.451,93","25.487,74",000,000
"35.796,64",000,"31.396,48","7.484,64","327.200,00",Consulte,000,"182.250,84",2023,5783,70000,70000,000,"5.290,01",000,"5.290,01","63.693,56","4.860,35","107.706,92"
"20.442,90",000,"20.444,25","20.646,17","154.900,00",Sem lançamentos,000,"49.049,13",2024,5783,000,000,000,"3.068,92",000,"3.068,92","3.209,48",000,"42.770,73"
