AluguelEscritorio,MateriaisConsumo,HospedagemCombustivel,ApoioParlamentar,Propaganda,Passagens,SegurançaPrivada,Total,ano,CodigoParlamentar,Viagens,Diarias,RessarcimentePassagens,ConsumoMaterial,Combustiveis,OutrosMateriais,Correios,MarketingDigital,PassagensAereas
"47.774,66","2.018,10","8.820,56",59947,"2.869,76",Consulte,000,"116.492,90",2021,5953,"33.531,13","33.531,13",000,"1.585,64",000,"1.585,64","81.376,13",000,000
"56.204,27","3.238,68","57.504,23",82271,6000,Consulte,000,"124.109,34",2022,5953,"58.093,22","58.093,22",000,"5.048,85",000,"5.048,85","60.967,27",000,000
"89.104,43","3.125,28","91.188,68","1.416,90",000,Consulte,000,"300.287,31",2023,5953,"78.289,10","78.289,10",000,"7.248,86",000,"7.248,86","67.805,38",000,"146.943,97"
"58.563,37",66920,"32.699,17",19016,000,Consulte,000,"118.578,25",2024,5953,"16.699,09","16.699,09",000,"4.013,12",000,"4.013,12","40.968,36",000,"56.897,68"
