AluguelEscritorio,MateriaisConsumo,HospedagemCombustivel,ApoioParlamentar,Propaganda,Passagens,SegurançaPrivada,Total,ano,CodigoParlamentar,Viagens,Diarias,RessarcimentePassagens,ConsumoMaterial,Combustiveis,OutrosMateriais,Correios,MarketingDigital,PassagensAereas
"29.203,84","15.087,23","62.899,51",17000,000,Consulte,000,"28.517,98",2021,6008,"26.172,43","26.172,43",000,"1.079,72",000,"1.079,72","1.265,83",000,000
"11.815,69","22.690,14","181.374,86",000,000,Consulte,000,"47.183,82",2022,6008,"39.682,66","39.682,66",000,"3.896,10",000,"3.896,10","3.605,06",000,000
"4.233,32","8.367,67","194.839,02",000,000,Consulte,000,"91.875,97",2023,6008,"56.700,36","56.700,36",000,"4.590,78",000,"4.590,78",64956,000,"29.935,27"
000,000,"91.435,46","7.267,92",000,Consulte,000,"50.359,95",2024,6008,"33.509,92","33.509,92",000,"2.189,26",000,"2.189,26",42684,000,"14.233,93"
