AluguelEscritorio,MateriaisConsumo,HospedagemCombustivel,ApoioParlamentar,Propaganda,Passagens,SegurançaPrivada,Total,ano,CodigoParlamentar,Viagens,Diarias,RessarcimentePassagens,ConsumoMaterial,Combustiveis,OutrosMateriais,Correios,MarketingDigital,PassagensAereas
"47.977,31",000,"62.020,36","86.000,00","171.250,00",Consulte,000,"16.778,93",2021,4560,"14.400,67","14.400,67",000,"2.292,53",000,"2.292,53",8573,000,000
"29.966,67",000,"65.617,78","116.664,46","49.000,00",Consulte,000,"40.651,75",2022,4560,"29.296,18","29.296,18",000,"2.714,15",000,"2.714,15","8.641,42",000,000
"68.519,30",000,"77.471,79","184.321,18","141.000,00",Consulte,000,"88.737,33",2023,4560,"56.264,00","56.264,00",000,"2.603,95",000,"2.603,95",52233,"17.176,62","12.170,43"
"23.711,98",000,"32.242,92","27.361,74","95.520,00",Consulte,000,"70.277,40",2024,4560,"32.813,68","32.813,68",000,"1.110,06",000,"1.110,06","21.665,35",97048,"13.717,83"
