AluguelEscritorio,MateriaisConsumo,HospedagemCombustivel,ApoioParlamentar,Propaganda,Passagens,SegurançaPrivada,Total,ano,CodigoParlamentar,Viagens,Diarias,RessarcimentePassagens,ConsumoMaterial,Combustiveis,OutrosMateriais,Correios,MarketingDigital,PassagensAereas
"67.916,82",000,"13.434,49","174.616,95","12.500,00",Sem lançamentos,000,"3.174,86",2021,5012,000,000,000,"1.313,27",000,"1.313,27","1.861,59",000,000
"80.097,97",000,"25.078,44","150.437,09","12.531,52",Sem lançamentos,"2.180,00","46.503,76",2022,5012,"16.008,83","16.008,83",000,"7.046,71",000,"7.046,71","23.448,22",000,000
"88.777,18",000,"29.362,11","126.750,17","19.035,42",Consulte,000,"104.815,94",2023,5012,"26.538,23","26.538,23",000,"11.871,93",000,"11.871,93","53.318,07","13.087,71",000
"58.052,61",000,000,"26.509,12",000,Sem lançamentos,000,"36.921,08",2024,5012,000,000,000,"4.765,97",000,"4.765,97","3.821,83","1.544,61","26.788,67"
