AluguelEscritorio,MateriaisConsumo,HospedagemCombustivel,ApoioParlamentar,Propaganda,Passagens,SegurançaPrivada,Total,ano,CodigoParlamentar,Viagens,Diarias,RessarcimentePassagens,ConsumoMaterial,Combustiveis,OutrosMateriais,Correios,MarketingDigital,PassagensAereas
"41.013,99",000,"30.632,33","210.000,00","1.650,00",Sem lançamentos,000,"29.801,84",2021,5502,000,000,000,"1.671,09",000,"1.671,09","28.130,75",000,000
"44.220,15",000,"21.524,85","200.000,00","31.600,00",Sem lançamentos,000,"42.208,59",2022,5502,000,000,000,"4.229,31",000,"4.229,31","37.979,28",000,000
"46.967,20","3.000,00","28.136,09","316.153,06","76.550,00",Sem lançamentos,000,"209.900,59",2023,5502,"5.524,46","5.524,46",000,"6.447,78",000,"6.447,78","67.629,73","4.054,98","126.243,64"
"4.014,95",000,"13.760,67","128.357,78","47.300,00",Sem lançamentos,000,"72.228,39",2024,5502,000,000,000,"2.589,04",000,"2.589,04","41.417,01",000,"28.222,34"
