AluguelEscritorio,MateriaisConsumo,HospedagemCombustivel,ApoioParlamentar,Propaganda,Passagens,SegurançaPrivada,Total,ano,CodigoParlamentar,Viagens,Diarias,RessarcimentePassagens,ConsumoMaterial,Combustiveis,OutrosMateriais,Correios,MarketingDigital,PassagensAereas
000,000,000,000,000,Sem lançamentos,000,"3.397,42",2021,5976,000,000,000,"3.326,74",000,"3.326,74",7068,000,000
"26.432,58","8.640,00",000,"40.000,00",000,Sem lançamentos,000,"5.013,21",2022,5976,000,000,000,"4.992,47",000,"4.992,47",2074,000,000
"24.120,52","8.640,00",000,000,000,Sem lançamentos,000,"64.145,67",2023,5976,000,000,000,"6.257,53",000,"6.257,53",000,"25.343,18","32.544,96"
0,0,0,0,0,Sem lançamentos,0,"1.957,72",2024,5976,000,000,000,"1.957,72",000,"1.957,72",000,000,000
