AluguelEscritorio,MateriaisConsumo,HospedagemCombustivel,ApoioParlamentar,Propaganda,Passagens,SegurançaPrivada,Total,ano,CodigoParlamentar,Viagens,Diarias,RessarcimentePassagens,ConsumoMaterial,Combustiveis,OutrosMateriais,Correios,MarketingDigital,PassagensAereas
"4.768,83",000,"159.237,85","171.662,60","63.000,00",Consulte,000,"88.805,70",2021,5967,"32.130,42","19.101,06","13.029,36","1.284,06",000,"1.284,06","55.391,22",000,000
"14.200,80","1.867,00","118.745,22","134.799,09","113.880,00",Sem lançamentos,000,"66.085,43",2022,5967,000,000,000,"1.661,09",000,"1.661,09","64.424,34",000,000
"3.894,95","10.000,00","190.338,32","133.228,61","40.000,00",Consulte,000,"181.551,44",2023,5967,"91.094,89","38.454,20","52.640,69","4.602,43",000,"4.602,43","51.373,13",000,"34.480,99"
"1.224,20",000,"101.215,52","19.064,01",000,Consulte,000,"117.580,10",2024,5967,"22.195,70","22.195,70",000,"2.461,12",000,"2.461,12","48.458,03","8.026,99","36.438,26"
