AluguelEscritorio,MateriaisConsumo,HospedagemCombustivel,ApoioParlamentar,Propaganda,Passagens,SegurançaPrivada,Total,ano,CodigoParlamentar,Viagens,Diarias,RessarcimentePassagens,ConsumoMaterial,Combustiveis,OutrosMateriais,Correios,MarketingDigital,PassagensAereas
"50.258,83",000,"36.677,51","60.000,00",000,Sem lançamentos,000,"2.607,02",2021,5523,000,000,000,"2.077,76",000,"2.077,76",52926,000,000
"59.701,11",000,"47.722,52","25.000,00","5.000,00",Sem lançamentos,000,"4.194,73",2022,5523,000,000,000,"3.079,89",000,"3.079,89","1.114,84",000,000
"65.014,70",000,"42.009,23","135.000,00",000,Sem lançamentos,000,"85.315,05",2023,5523,000,000,000,"5.112,76",000,"5.112,76","30.228,47",000,"49.973,82"
"28.095,33",000,"25.001,93","90.000,00",000,Sem lançamentos,000,"33.981,01",2024,5523,000,000,000,"2.158,78",000,"2.158,78","9.173,45",000,"22.648,78"
