AluguelEscritorio,MateriaisConsumo,HospedagemCombustivel,ApoioParlamentar,Propaganda,Passagens,SegurançaPrivada,Total,ano,CodigoParlamentar,Viagens,Diarias,RessarcimentePassagens,ConsumoMaterial,Combustiveis,OutrosMateriais,Correios,MarketingDigital,PassagensAereas
"19.610,71",000,000,"7.427,00","182.980,00",Sem lançamentos,000,"47.706,92",2021,5748,"24.243,52","24.243,52",000,"2.296,04",000,"2.296,04","21.167,36",000,000
000,000,"55.000,00","18.000,00","87.680,00",Sem lançamentos,000,"142.841,34",2022,5748,"9.084,61","9.084,61",000,"4.576,51",000,"4.576,51","129.180,22",000,000
000,000,"88.000,00","10.000,00","140.600,00",Consulte,000,"231.515,85",2023,5748,"41.593,33","41.593,33",000,"9.424,60",000,"9.424,60","78.492,14","4.830,44","97.175,34"
000,000,"66.000,00","10.800,00","117.250,00",Consulte,000,"92.717,39",2024,5748,"26.590,17","26.590,17",000,"4.106,14",000,"4.106,14","31.001,38","4.267,78","26.751,92"
